idpedido,itemprecovenda,pedidohorario,calendarkey,itemkey,filialkey,clientekey
38,80,14:02:31,94954614-eeb8-4804-b608-40e11f04970f,059253eb-a668-4445-93ce-0708394f9991,ba6177ca-9625-484c-80f5-07af9d11cc52,7a5c5be6-3041-4b26-ae15-e6eece6e2597
33,72,14:41:02,ea293774-3b94-47fa-baa6-734c1b2ffe9b,1d2cf1f0-7b62-46f4-b098-b9c43b7a68ff,ba6177ca-9625-484c-80f5-07af9d11cc52,048854ec-efd8-4782-bd3e-dafbe052bcdc
77,38,15:25:46,39ae528a-4718-4926-8b90-bd073d8bc78b,f87090ae-69fb-4f69-9f4e-c87abcc3d27b,893a7b87-7864-4071-9034-ef018527dfe4,6df16d2f-9e2d-47a8-82b2-6dff6d57477e
52,71,11:08:03,e3344904-50db-471c-b279-e87ed4aee7c0,f9a803e7-c09a-4bde-afc1-6db776ab85cc,893a7b87-7864-4071-9034-ef018527dfe4,11b6d21e-b732-440c-b3c4-75a68d50cabb
101,80,14:56:00,97c8420e-0765-4756-a626-ad98cb373f3a,059253eb-a668-4445-93ce-0708394f9991,33b099f8-0402-48ef-9037-a60aa4bce846,4cf97f7a-8211-466b-a563-30e735e6e4d1
106,29,12:17:41,0187a319-66a7-4f08-9bc9-1e5faf3af707,fc696b18-b0e1-41b1-9dbe-ea5d5be20207,7223e7d4-cda4-4afc-8362-8144ed32ee3c,78d0d27a-ccdc-4133-87c9-68feb4125411
15,58,11:12:38,8638a8b5-c144-4f2b-b194-7c208d30ef19,f5105c5e-8a96-4b2d-905c-69d80279db3d,7223e7d4-cda4-4afc-8362-8144ed32ee3c,0cf19f27-b7c9-4f52-b43a-e2e43052802e
43,71,13:35:07,47b7db14-6a5f-4cdd-a7e1-74db7c91fe6a,f9a803e7-c09a-4bde-afc1-6db776ab85cc,7223e7d4-cda4-4afc-8362-8144ed32ee3c,0d31eac5-8956-40a8-85ba-57fcf95a7537
34,16,11:50:48,886e6190-0711-4efd-9b67-653e53c7598e,9b040fae-5682-491e-b564-382d04d169b4,7223e7d4-cda4-4afc-8362-8144ed32ee3c,e09a565b-d4bd-49c3-b366-e7bde2cc41f6
42,72,12:04:07,09a90fae-4954-4b38-bd85-8a2780311bd6,1d2cf1f0-7b62-46f4-b098-b9c43b7a68ff,893a7b87-7864-4071-9034-ef018527dfe4,3c0b65f3-4a2e-4dfe-9fff-8d50b4a0d4b9
20,7,12:35:21,eba7547f-ec01-45e8-9c8e-6c6aec1ed758,1a0dcfa1-76b8-448f-a2f6-ed03296fd3a1,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,af3b0bdd-4315-4a27-9e7f-efab3a12e319
92,35,11:48:02,69621d3f-ec6c-4b99-808b-1a79c515ef6d,6f14ef68-b11a-472a-919f-6ddea44a9deb,7223e7d4-cda4-4afc-8362-8144ed32ee3c,b68f5f8a-8cfa-413f-bebd-ad541bf97554
102,27,12:04:36,b7659cd9-398f-4083-84c9-e9e746474e40,6d4c02cf-c00f-4636-8dee-2b96101bbaf8,ba6177ca-9625-484c-80f5-07af9d11cc52,ab135e86-b83d-4dda-a54b-be2e164ddc68
11,80,13:34:27,0e3965a3-f8a8-47a8-b9fd-a41e1c76a803,059253eb-a668-4445-93ce-0708394f9991,33b099f8-0402-48ef-9037-a60aa4bce846,4bcad440-5ee4-48f1-83d2-24d36df40671
91,41,10:42:16,db85dce3-a5e7-480e-9cdd-e1b3522bec99,c6e8ec1d-764a-424f-9ebc-dd9d2fa2c85a,33b099f8-0402-48ef-9037-a60aa4bce846,979ee368-6d97-4672-8835-a989c41cea07
97,26,11:19:30,644ec9bb-27d7-41ad-acf8-f3e9eb2f8bc3,00d6bb05-b5e8-4fce-aa3d-f80b6b1625d0,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,7eb4eb10-3ca2-45a7-9190-109f6af4298e
60,17,14:14:54,8c5aa384-a2fc-4004-8324-3d0ea44d4f2a,8f3f5c1c-e470-4ed5-8f4e-e19b750344cd,33b099f8-0402-48ef-9037-a60aa4bce846,3c62b973-6cc7-4495-aefe-d518df84ac51
57,27,14:17:47,14c6a2bc-29a7-42f0-ba68-0d3a0b20a78e,6d4c02cf-c00f-4636-8dee-2b96101bbaf8,ba6177ca-9625-484c-80f5-07af9d11cc52,78d0d27a-ccdc-4133-87c9-68feb4125411
83,12,14:43:59,3c84d1c6-9229-45ef-b6e4-0249baac0973,741a3a6b-8f1f-4c32-821f-901fc675469a,7223e7d4-cda4-4afc-8362-8144ed32ee3c,7a5c5be6-3041-4b26-ae15-e6eece6e2597
17,29,10:47:42,691d77af-b1cc-46b4-aa3d-ad816765d786,fc696b18-b0e1-41b1-9dbe-ea5d5be20207,33b099f8-0402-48ef-9037-a60aa4bce846,7a5c5be6-3041-4b26-ae15-e6eece6e2597
40,17,12:50:52,0453092d-9249-43aa-aa5b-1164b794a5c5,8f3f5c1c-e470-4ed5-8f4e-e19b750344cd,893a7b87-7864-4071-9034-ef018527dfe4,4fa5ea1b-754e-4429-bd67-28f590abc8d5
57,35,14:17:47,9ac9f28c-d6f3-4f5b-96e0-07889bfdb737,6f14ef68-b11a-472a-919f-6ddea44a9deb,ba6177ca-9625-484c-80f5-07af9d11cc52,78d0d27a-ccdc-4133-87c9-68feb4125411
98,16,14:26:04,7a84d3e4-1546-43a6-b546-593aadf5288b,9b040fae-5682-491e-b564-382d04d169b4,33b099f8-0402-48ef-9037-a60aa4bce846,0d31eac5-8956-40a8-85ba-57fcf95a7537
89,34,12:26:55,eba7547f-ec01-45e8-9c8e-6c6aec1ed758,55adc424-d92e-4fd9-b49a-712894029a89,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,4cf97f7a-8211-466b-a563-30e735e6e4d1
93,53,12:35:01,b93ef2f0-0e28-41f5-93bf-28f273981d27,cba43d3d-f644-43d5-8aeb-51cace6e1ab2,ba6177ca-9625-484c-80f5-07af9d11cc52,11b6d21e-b732-440c-b3c4-75a68d50cabb
97,11,11:19:30,ddf284c5-419e-4b05-a556-660e37e8a087,593c8dcd-29c2-41d0-8f73-15a53a25eaec,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,7eb4eb10-3ca2-45a7-9190-109f6af4298e
7,26,15:08:34,ed1ee3bc-6ba7-40ff-a2ba-7ff0070cd404,00d6bb05-b5e8-4fce-aa3d-f80b6b1625d0,33b099f8-0402-48ef-9037-a60aa4bce846,048854ec-efd8-4782-bd3e-dafbe052bcdc
100,80,14:20:59,14c6a2bc-29a7-42f0-ba68-0d3a0b20a78e,059253eb-a668-4445-93ce-0708394f9991,ba6177ca-9625-484c-80f5-07af9d11cc52,4fcf0474-7fdb-42ea-9765-9ba62b6efa08
5,53,11:37:09,e3d8dc53-75e2-4d1a-8536-66dca8ef33ed,af9c6b09-a9c2-42ef-9365-467beffa0162,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,54260baa-8245-4d3b-b1e6-3e82e9fd2235
110,80,10:55:19,183fe66b-43d1-43e8-8342-627688642b39,059253eb-a668-4445-93ce-0708394f9991,ba6177ca-9625-484c-80f5-07af9d11cc52,04262ea4-8085-4662-bc23-ab0b6177c969
89,21,12:26:55,eba7547f-ec01-45e8-9c8e-6c6aec1ed758,b478e166-3d2f-419c-a030-6207f705b1f7,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,4cf97f7a-8211-466b-a563-30e735e6e4d1
96,41,11:45:36,80670c5b-2136-44ca-83ae-ffc253452757,c6e8ec1d-764a-424f-9ebc-dd9d2fa2c85a,7223e7d4-cda4-4afc-8362-8144ed32ee3c,54260baa-8245-4d3b-b1e6-3e82e9fd2235
50,17,11:34:08,2df911c5-9917-46e2-94ca-1a1752cebe45,8f3f5c1c-e470-4ed5-8f4e-e19b750344cd,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,6e274a72-22d3-4847-b069-f7c9b3ccc220
101,80,14:56:00,7a84d3e4-1546-43a6-b546-593aadf5288b,059253eb-a668-4445-93ce-0708394f9991,33b099f8-0402-48ef-9037-a60aa4bce846,4cf97f7a-8211-466b-a563-30e735e6e4d1
41,53,10:50:31,877c2bb9-c0d8-4a1a-b928-93f4ea5361e1,cba43d3d-f644-43d5-8aeb-51cace6e1ab2,33b099f8-0402-48ef-9037-a60aa4bce846,7eb4eb10-3ca2-45a7-9190-109f6af4298e
104,29,10:47:17,3c0088cd-eced-4b2f-809c-6000751f108a,fc696b18-b0e1-41b1-9dbe-ea5d5be20207,ba6177ca-9625-484c-80f5-07af9d11cc52,1881deb2-e207-48ea-b6d2-6da15230bad9
113,21,12:10:15,2289e088-6f31-461d-bf2d-409196fb2b58,b478e166-3d2f-419c-a030-6207f705b1f7,33b099f8-0402-48ef-9037-a60aa4bce846,4734d7a7-2c20-4684-b89c-093cb99114ce
27,66,11:59:02,acd3579c-e635-4b20-b479-fa5cbe6b8ae3,bc945726-d2ba-4756-9c0b-4b2ba663e207,ba6177ca-9625-484c-80f5-07af9d11cc52,f0a891ad-0572-47d5-b2b1-e30de42f1d3e
110,66,10:55:19,183fe66b-43d1-43e8-8342-627688642b39,bc945726-d2ba-4756-9c0b-4b2ba663e207,ba6177ca-9625-484c-80f5-07af9d11cc52,04262ea4-8085-4662-bc23-ab0b6177c969
31,12,12:10:19,99f7a113-554c-4d90-842e-54db9bcdcc99,741a3a6b-8f1f-4c32-821f-901fc675469a,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,0cb5e2fb-1619-4ae9-b6da-c47aadf99cd8
95,53,14:18:26,14c6a2bc-29a7-42f0-ba68-0d3a0b20a78e,af9c6b09-a9c2-42ef-9365-467beffa0162,893a7b87-7864-4071-9034-ef018527dfe4,bed3225d-29d9-4a05-9ba0-9d5567de74fc
79,15,13:56:10,fec6bc09-a9db-4553-8e78-dc09c0c6a638,46529716-ad6d-48a8-b322-26a5ad474923,ba6177ca-9625-484c-80f5-07af9d11cc52,737ac47e-7ece-4681-88c6-160e424a3e93
36,37,10:54:18,b34bbbeb-1433-4a3f-a827-f837e30c9c5c,74fcce11-bb66-40e2-bb0f-7a130ef03870,33b099f8-0402-48ef-9037-a60aa4bce846,af3b0bdd-4315-4a27-9e7f-efab3a12e319
98,7,14:26:04,ca45b302-f8bd-4314-bc78-6921fc3a7228,1a0dcfa1-76b8-448f-a2f6-ed03296fd3a1,33b099f8-0402-48ef-9037-a60aa4bce846,0d31eac5-8956-40a8-85ba-57fcf95a7537
56,34,14:19:40,14c6a2bc-29a7-42f0-ba68-0d3a0b20a78e,55adc424-d92e-4fd9-b49a-712894029a89,7223e7d4-cda4-4afc-8362-8144ed32ee3c,0cf19f27-b7c9-4f52-b43a-e2e43052802e
100,41,14:20:59,9ac9f28c-d6f3-4f5b-96e0-07889bfdb737,c6e8ec1d-764a-424f-9ebc-dd9d2fa2c85a,ba6177ca-9625-484c-80f5-07af9d11cc52,4fcf0474-7fdb-42ea-9765-9ba62b6efa08
61,40,12:57:32,09a90fae-4954-4b38-bd85-8a2780311bd6,53a29ece-c4fd-448b-be00-236a9defe98a,33b099f8-0402-48ef-9037-a60aa4bce846,ab4d4ad8-3027-4709-b2e2-8dc13e407923
91,29,10:42:16,2289e088-6f31-461d-bf2d-409196fb2b58,7d4e6754-f0fb-41be-ad19-00f1e8f9a19d,33b099f8-0402-48ef-9037-a60aa4bce846,979ee368-6d97-4672-8835-a989c41cea07
92,35,11:48:02,fec6bc09-a9db-4553-8e78-dc09c0c6a638,6f14ef68-b11a-472a-919f-6ddea44a9deb,7223e7d4-cda4-4afc-8362-8144ed32ee3c,b68f5f8a-8cfa-413f-bebd-ad541bf97554
50,12,11:34:08,20296708-9ace-404b-9e16-13725009dfc6,fa829ea9-4530-4078-bf1f-5952e7fde22e,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,6e274a72-22d3-4847-b069-f7c9b3ccc220
117,27,13:21:40,b34bbbeb-1433-4a3f-a827-f837e30c9c5c,6d4c02cf-c00f-4636-8dee-2b96101bbaf8,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,bed3225d-29d9-4a05-9ba0-9d5567de74fc
1,80,12:20:18,103ed90f-fd81-4906-8d80-5819bf54aa6a,059253eb-a668-4445-93ce-0708394f9991,893a7b87-7864-4071-9034-ef018527dfe4,67bffd58-343b-496a-9d2e-d7b0722bc7fc
94,80,14:20:14,29410df7-ecc8-484c-b3dc-1df23900f119,059253eb-a668-4445-93ce-0708394f9991,7223e7d4-cda4-4afc-8362-8144ed32ee3c,ab4d4ad8-3027-4709-b2e2-8dc13e407923
42,12,12:04:07,2df911c5-9917-46e2-94ca-1a1752cebe45,741a3a6b-8f1f-4c32-821f-901fc675469a,893a7b87-7864-4071-9034-ef018527dfe4,3c0b65f3-4a2e-4dfe-9fff-8d50b4a0d4b9
56,34,14:19:40,9ac9f28c-d6f3-4f5b-96e0-07889bfdb737,55adc424-d92e-4fd9-b49a-712894029a89,7223e7d4-cda4-4afc-8362-8144ed32ee3c,0cf19f27-b7c9-4f52-b43a-e2e43052802e
73,74,10:57:46,06d0bf9c-e052-4282-9aa1-75d7428cb0c9,2150d95a-0250-430d-be4d-be35a9852d45,33b099f8-0402-48ef-9037-a60aa4bce846,f444b5f0-e135-45d8-b41a-a4fd86abeb2b
92,13,11:48:02,69621d3f-ec6c-4b99-808b-1a79c515ef6d,93ef4b54-9469-40ca-98df-42ab3ea020b1,7223e7d4-cda4-4afc-8362-8144ed32ee3c,b68f5f8a-8cfa-413f-bebd-ad541bf97554
64,39,13:24:16,103ed90f-fd81-4906-8d80-5819bf54aa6a,1ce52ef3-0e76-4572-ac51-d31a0d5f666f,893a7b87-7864-4071-9034-ef018527dfe4,7eb4eb10-3ca2-45a7-9190-109f6af4298e
59,17,12:40:04,1f070524-60eb-46d3-86aa-f5f4b2218728,8f3f5c1c-e470-4ed5-8f4e-e19b750344cd,893a7b87-7864-4071-9034-ef018527dfe4,52e9f696-be87-49b1-b7f5-c4339e29750c
95,35,14:18:26,14c6a2bc-29a7-42f0-ba68-0d3a0b20a78e,6f14ef68-b11a-472a-919f-6ddea44a9deb,893a7b87-7864-4071-9034-ef018527dfe4,bed3225d-29d9-4a05-9ba0-9d5567de74fc
28,16,15:11:33,6b21dea8-760f-420a-b9a1-dc0ef06eea81,9b040fae-5682-491e-b564-382d04d169b4,893a7b87-7864-4071-9034-ef018527dfe4,652ae5b4-c1c2-4b15-bd7f-e9b30d15271c
55,53,14:35:48,9024a88d-a032-43bc-bbf3-9919bee3feb8,cba43d3d-f644-43d5-8aeb-51cace6e1ab2,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,ab4d4ad8-3027-4709-b2e2-8dc13e407923
31,13,12:10:19,99f7a113-554c-4d90-842e-54db9bcdcc99,93ef4b54-9469-40ca-98df-42ab3ea020b1,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,0cb5e2fb-1619-4ae9-b6da-c47aadf99cd8
55,7,14:35:48,9024a88d-a032-43bc-bbf3-9919bee3feb8,1a0dcfa1-76b8-448f-a2f6-ed03296fd3a1,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,ab4d4ad8-3027-4709-b2e2-8dc13e407923
55,53,14:35:48,69621d3f-ec6c-4b99-808b-1a79c515ef6d,cba43d3d-f644-43d5-8aeb-51cace6e1ab2,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,ab4d4ad8-3027-4709-b2e2-8dc13e407923
96,50,11:45:36,688be9c0-8e99-4ae2-a1d5-fe5d63430544,02fd295e-0015-42b1-9b29-bf6dc39ab382,7223e7d4-cda4-4afc-8362-8144ed32ee3c,54260baa-8245-4d3b-b1e6-3e82e9fd2235
81,29,14:53:27,b173e26f-cefd-49d2-aa9a-5edc087a87e1,fc696b18-b0e1-41b1-9dbe-ea5d5be20207,ba6177ca-9625-484c-80f5-07af9d11cc52,7eb4eb10-3ca2-45a7-9190-109f6af4298e
92,40,11:48:02,710dc3ed-d372-4b57-a49f-0578966b8d80,53a29ece-c4fd-448b-be00-236a9defe98a,7223e7d4-cda4-4afc-8362-8144ed32ee3c,b68f5f8a-8cfa-413f-bebd-ad541bf97554
83,35,14:43:59,3c84d1c6-9229-45ef-b6e4-0249baac0973,6f14ef68-b11a-472a-919f-6ddea44a9deb,7223e7d4-cda4-4afc-8362-8144ed32ee3c,7a5c5be6-3041-4b26-ae15-e6eece6e2597
87,47,14:19:55,863fdd39-4efd-48f7-9501-cc009f8c5455,8cdb6c46-8740-431e-a874-379fa4fdcc26,33b099f8-0402-48ef-9037-a60aa4bce846,0cb5e2fb-1619-4ae9-b6da-c47aadf99cd8
99,58,10:53:15,06d0bf9c-e052-4282-9aa1-75d7428cb0c9,f5105c5e-8a96-4b2d-905c-69d80279db3d,7223e7d4-cda4-4afc-8362-8144ed32ee3c,7a2bb121-2d43-48b7-be76-00e6450a35db
96,58,11:45:36,80670c5b-2136-44ca-83ae-ffc253452757,f5105c5e-8a96-4b2d-905c-69d80279db3d,7223e7d4-cda4-4afc-8362-8144ed32ee3c,54260baa-8245-4d3b-b1e6-3e82e9fd2235
31,29,12:10:19,99f7a113-554c-4d90-842e-54db9bcdcc99,7d4e6754-f0fb-41be-ad19-00f1e8f9a19d,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,0cb5e2fb-1619-4ae9-b6da-c47aadf99cd8
56,34,14:19:40,eb57d156-f76f-4a00-b3b5-8d7e3c38ff79,55adc424-d92e-4fd9-b49a-712894029a89,7223e7d4-cda4-4afc-8362-8144ed32ee3c,0cf19f27-b7c9-4f52-b43a-e2e43052802e
103,38,15:18:15,e5b9b932-0981-49ae-9602-10c55c5c3daf,f87090ae-69fb-4f69-9f4e-c87abcc3d27b,33b099f8-0402-48ef-9037-a60aa4bce846,0cb5e2fb-1619-4ae9-b6da-c47aadf99cd8
80,75,13:21:53,59580614-e2a5-4cf3-8949-d2c052ff650e,ac00dc82-b3f2-450e-bcda-734209690621,33b099f8-0402-48ef-9037-a60aa4bce846,964a4026-928d-4a3d-9cb7-602da847c488
26,80,15:06:51,eb57d156-f76f-4a00-b3b5-8d7e3c38ff79,059253eb-a668-4445-93ce-0708394f9991,7223e7d4-cda4-4afc-8362-8144ed32ee3c,bed3225d-29d9-4a05-9ba0-9d5567de74fc
111,15,15:00:32,47b7db14-6a5f-4cdd-a7e1-74db7c91fe6a,46529716-ad6d-48a8-b322-26a5ad474923,893a7b87-7864-4071-9034-ef018527dfe4,ab135e86-b83d-4dda-a54b-be2e164ddc68
61,67,12:57:32,9024a88d-a032-43bc-bbf3-9919bee3feb8,188d1b4b-000e-4981-b446-53352bb5f50b,33b099f8-0402-48ef-9037-a60aa4bce846,ab4d4ad8-3027-4709-b2e2-8dc13e407923
95,35,14:18:26,bd650cdb-4ba1-4e39-9661-ee96f7ddea54,6f14ef68-b11a-472a-919f-6ddea44a9deb,893a7b87-7864-4071-9034-ef018527dfe4,bed3225d-29d9-4a05-9ba0-9d5567de74fc
98,7,14:26:04,7a84d3e4-1546-43a6-b546-593aadf5288b,1a0dcfa1-76b8-448f-a2f6-ed03296fd3a1,33b099f8-0402-48ef-9037-a60aa4bce846,0d31eac5-8956-40a8-85ba-57fcf95a7537
107,50,15:26:10,dfb970ff-2666-416f-90f4-7a5ccca98c1e,02fd295e-0015-42b1-9b29-bf6dc39ab382,ba6177ca-9625-484c-80f5-07af9d11cc52,6df16d2f-9e2d-47a8-82b2-6dff6d57477e
61,21,12:57:32,20296708-9ace-404b-9e16-13725009dfc6,b478e166-3d2f-419c-a030-6207f705b1f7,33b099f8-0402-48ef-9037-a60aa4bce846,ab4d4ad8-3027-4709-b2e2-8dc13e407923
37,54,14:29:45,6be0a872-9651-4f05-b623-61b253310f63,6fdc24cf-adbc-4666-a5ef-f4eadab29b75,33b099f8-0402-48ef-9037-a60aa4bce846,4734d7a7-2c20-4684-b89c-093cb99114ce
119,66,14:33:12,6b5112e7-00c7-4639-9865-8912803bc200,bc945726-d2ba-4756-9c0b-4b2ba663e207,7223e7d4-cda4-4afc-8362-8144ed32ee3c,048854ec-efd8-4782-bd3e-dafbe052bcdc
85,15,11:09:36,c459da8c-8e90-4b45-bc9e-03b1bc0ad507,46529716-ad6d-48a8-b322-26a5ad474923,893a7b87-7864-4071-9034-ef018527dfe4,3c62b973-6cc7-4495-aefe-d518df84ac51
110,35,10:55:19,183fe66b-43d1-43e8-8342-627688642b39,6f14ef68-b11a-472a-919f-6ddea44a9deb,ba6177ca-9625-484c-80f5-07af9d11cc52,04262ea4-8085-4662-bc23-ab0b6177c969
50,12,11:34:08,2df911c5-9917-46e2-94ca-1a1752cebe45,fa829ea9-4530-4078-bf1f-5952e7fde22e,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,6e274a72-22d3-4847-b069-f7c9b3ccc220
48,67,15:17:19,9b3791ba-0a89-4620-82f1-2545551e0714,681afce8-5399-49db-9f50-918bd2a52003,893a7b87-7864-4071-9034-ef018527dfe4,730e2c8c-34af-48ff-aba8-9d8a63115b00
66,67,12:17:13,76cc18da-ec71-45eb-92e4-ff1ad493eeb7,681afce8-5399-49db-9f50-918bd2a52003,33b099f8-0402-48ef-9037-a60aa4bce846,4c86502a-e03d-4a73-93f9-28f6ba759dfe
32,15,11:44:49,e5b9b932-0981-49ae-9602-10c55c5c3daf,46529716-ad6d-48a8-b322-26a5ad474923,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,979ee368-6d97-4672-8835-a989c41cea07
85,6,11:09:36,f951e1d0-b31f-4aec-ac5c-4ca19a4216cd,2a9b7ec1-501a-4d9f-8122-0bf726bb1a34,893a7b87-7864-4071-9034-ef018527dfe4,3c62b973-6cc7-4495-aefe-d518df84ac51
66,58,12:17:13,9cc7d0b5-3aff-4426-a16c-90d8100a7e90,f5105c5e-8a96-4b2d-905c-69d80279db3d,33b099f8-0402-48ef-9037-a60aa4bce846,4c86502a-e03d-4a73-93f9-28f6ba759dfe
95,37,14:18:26,9b3791ba-0a89-4620-82f1-2545551e0714,74fcce11-bb66-40e2-bb0f-7a130ef03870,893a7b87-7864-4071-9034-ef018527dfe4,bed3225d-29d9-4a05-9ba0-9d5567de74fc
117,73,13:21:40,2b1a032b-ea66-4d68-ba7b-02e0f7baa72c,210bfde6-efc8-428c-b40c-2db91338998c,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,bed3225d-29d9-4a05-9ba0-9d5567de74fc
39,41,11:11:50,88214973-27a9-40cb-ab87-e3bd15835a58,c6e8ec1d-764a-424f-9ebc-dd9d2fa2c85a,33b099f8-0402-48ef-9037-a60aa4bce846,4b4871fd-4df4-41f1-b89d-cae5ab038e24
86,40,10:32:18,9b3791ba-0a89-4620-82f1-2545551e0714,53a29ece-c4fd-448b-be00-236a9defe98a,ba6177ca-9625-484c-80f5-07af9d11cc52,54260baa-8245-4d3b-b1e6-3e82e9fd2235
110,80,10:55:19,886e6190-0711-4efd-9b67-653e53c7598e,059253eb-a668-4445-93ce-0708394f9991,ba6177ca-9625-484c-80f5-07af9d11cc52,04262ea4-8085-4662-bc23-ab0b6177c969
26,12,15:06:51,9ac9f28c-d6f3-4f5b-96e0-07889bfdb737,741a3a6b-8f1f-4c32-821f-901fc675469a,7223e7d4-cda4-4afc-8362-8144ed32ee3c,bed3225d-29d9-4a05-9ba0-9d5567de74fc
118,29,11:51:14,1195bd14-e901-4100-b209-a5f406ce21fc,fc696b18-b0e1-41b1-9dbe-ea5d5be20207,33b099f8-0402-48ef-9037-a60aa4bce846,0d31eac5-8956-40a8-85ba-57fcf95a7537
34,38,11:50:48,183fe66b-43d1-43e8-8342-627688642b39,f87090ae-69fb-4f69-9f4e-c87abcc3d27b,7223e7d4-cda4-4afc-8362-8144ed32ee3c,e09a565b-d4bd-49c3-b366-e7bde2cc41f6
48,7,15:17:19,14c6a2bc-29a7-42f0-ba68-0d3a0b20a78e,1a0dcfa1-76b8-448f-a2f6-ed03296fd3a1,893a7b87-7864-4071-9034-ef018527dfe4,730e2c8c-34af-48ff-aba8-9d8a63115b00
50,12,11:34:08,710dc3ed-d372-4b57-a49f-0578966b8d80,fa829ea9-4530-4078-bf1f-5952e7fde22e,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,6e274a72-22d3-4847-b069-f7c9b3ccc220
11,41,13:34:27,8638a8b5-c144-4f2b-b194-7c208d30ef19,c6e8ec1d-764a-424f-9ebc-dd9d2fa2c85a,33b099f8-0402-48ef-9037-a60aa4bce846,4bcad440-5ee4-48f1-83d2-24d36df40671
42,12,12:04:07,fec6bc09-a9db-4553-8e78-dc09c0c6a638,741a3a6b-8f1f-4c32-821f-901fc675469a,893a7b87-7864-4071-9034-ef018527dfe4,3c0b65f3-4a2e-4dfe-9fff-8d50b4a0d4b9
49,13,14:21:57,76cc18da-ec71-45eb-92e4-ff1ad493eeb7,93ef4b54-9469-40ca-98df-42ab3ea020b1,893a7b87-7864-4071-9034-ef018527dfe4,ab4d4ad8-3027-4709-b2e2-8dc13e407923
112,58,14:51:31,81675aed-901b-4ad6-83dc-4f06d68ba9d2,f5105c5e-8a96-4b2d-905c-69d80279db3d,33b099f8-0402-48ef-9037-a60aa4bce846,bed3225d-29d9-4a05-9ba0-9d5567de74fc
100,41,14:20:59,9b3791ba-0a89-4620-82f1-2545551e0714,c6e8ec1d-764a-424f-9ebc-dd9d2fa2c85a,ba6177ca-9625-484c-80f5-07af9d11cc52,4fcf0474-7fdb-42ea-9765-9ba62b6efa08
92,40,11:48:02,2df911c5-9917-46e2-94ca-1a1752cebe45,53a29ece-c4fd-448b-be00-236a9defe98a,7223e7d4-cda4-4afc-8362-8144ed32ee3c,b68f5f8a-8cfa-413f-bebd-ad541bf97554
79,15,13:56:10,20296708-9ace-404b-9e16-13725009dfc6,46529716-ad6d-48a8-b322-26a5ad474923,ba6177ca-9625-484c-80f5-07af9d11cc52,737ac47e-7ece-4681-88c6-160e424a3e93
5,47,11:37:09,2b1a032b-ea66-4d68-ba7b-02e0f7baa72c,8cdb6c46-8740-431e-a874-379fa4fdcc26,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,54260baa-8245-4d3b-b1e6-3e82e9fd2235
37,44,14:29:45,6be0a872-9651-4f05-b623-61b253310f63,32dd6eda-0c75-416d-8aa6-9eae9bb233c1,33b099f8-0402-48ef-9037-a60aa4bce846,4734d7a7-2c20-4684-b89c-093cb99114ce
52,39,11:08:03,2b1a032b-ea66-4d68-ba7b-02e0f7baa72c,1ce52ef3-0e76-4572-ac51-d31a0d5f666f,893a7b87-7864-4071-9034-ef018527dfe4,11b6d21e-b732-440c-b3c4-75a68d50cabb
9,34,14:58:44,89e2a9d4-78b6-47e4-8e39-5d2af642c849,55adc424-d92e-4fd9-b49a-712894029a89,893a7b87-7864-4071-9034-ef018527dfe4,c7f44d30-33d3-4c39-8f8d-61fd3d4978e2
34,38,11:50:48,886e6190-0711-4efd-9b67-653e53c7598e,f87090ae-69fb-4f69-9f4e-c87abcc3d27b,7223e7d4-cda4-4afc-8362-8144ed32ee3c,e09a565b-d4bd-49c3-b366-e7bde2cc41f6
76,27,13:41:22,6f7dbaca-be68-466e-b68d-c4022cbbccc9,6d4c02cf-c00f-4636-8dee-2b96101bbaf8,33b099f8-0402-48ef-9037-a60aa4bce846,b68f5f8a-8cfa-413f-bebd-ad541bf97554
107,53,15:26:10,99f7a113-554c-4d90-842e-54db9bcdcc99,cba43d3d-f644-43d5-8aeb-51cace6e1ab2,ba6177ca-9625-484c-80f5-07af9d11cc52,6df16d2f-9e2d-47a8-82b2-6dff6d57477e
91,29,10:42:16,5107a419-52b5-4966-822c-44024185830f,7d4e6754-f0fb-41be-ad19-00f1e8f9a19d,33b099f8-0402-48ef-9037-a60aa4bce846,979ee368-6d97-4672-8835-a989c41cea07
